person,offer_id,received_id,offer_successful,sum_event_offer_received,sum_event_offer_viewed,sum_event_transaction,sum_event_offer_completed,sum_amount,mean_difficulty,mean_amount,count_received_id,channel_email,channel_mobile,channel_social,channel_web,age,income,gender_F,gender_M,gender_O,gender_Unknown,year,month,day,week
00c6035df45840038a72766c6d27a0db,3f207df678b143eea3cee63160fa8bed,178.0,1.0,1,1,3,0,77.47,0.0,15.494,1.0,1.0,1.0,0.0,1.0,47,86000.0,0,1,0,0,2017,2,25,8
00c91f31f5f74e769fa7a359b63e1a9f,3f207df678b143eea3cee63160fa8bed,183.0,0.0,2,1,4,0,33.68,0.0,4.811428571428571,2.0,1.0,1.0,0.0,1.0,22,49000.0,1,0,0,0,2016,11,15,46
00c91f31f5f74e769fa7a359b63e1a9f,5a8bc65990b245e5a138643cd4eb9837,184.0,1.0,2,1,4,0,33.68,0.0,4.811428571428571,2.0,1.0,1.0,1.0,0.0,22,49000.0,1,0,0,0,2016,11,15,46
00d6dc87be4146ceb47fcd4baaaf6477,3f207df678b143eea3cee63160fa8bed,200.0,0.0,1,0,2,0,58.72,0.0,19.573333333333334,1.0,1.0,1.0,0.0,1.0,58,115000.0,1,0,0,0,2017,12,11,50
00d791e20c564add8056498e40eb56cc,5a8bc65990b245e5a138643cd4eb9837,207.0,0.0,1,1,2,0,5.72,0.0,1.43,1.0,1.0,1.0,1.0,0.0,22,32000.0,0,1,0,0,2015,12,24,52
00d91c5919514448bc4f718e4e3f26ab,3f207df678b143eea3cee63160fa8bed,216.0,0.0,1,1,1,0,19.22,0.0,6.406666666666666,1.0,1.0,1.0,0.0,1.0,45,88000.0,0,1,0,0,2018,1,25,4
00e52682848542c3a6f59b7824e9a5c5,5a8bc65990b245e5a138643cd4eb9837,225.0,1.0,1,1,2,0,23.07,0.0,5.7675,1.0,1.0,1.0,1.0,0.0,40,65000.0,0,1,0,0,2016,10,18,42
00e8d701c583461e81cc10053681a12b,3f207df678b143eea3cee63160fa8bed,230.0,0.0,1,1,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,35,70000.0,0,1,0,0,2018,2,26,9
00e9f403afa641889cd034ee7c7ca6e9,3f207df678b143eea3cee63160fa8bed,235.0,0.0,2,2,6,0,505.27000000000004,0.0,50.527,2.0,1.0,1.0,0.0,1.0,73,45000.0,0,1,0,0,2016,4,17,15
00e9f403afa641889cd034ee7c7ca6e9,5a8bc65990b245e5a138643cd4eb9837,236.0,1.0,2,2,6,0,505.27000000000004,0.0,50.527,2.0,1.0,1.0,1.0,0.0,73,45000.0,0,1,0,0,2016,4,17,15
00ee2ca6421c4af0aeca60a1b3e00f6c,5a8bc65990b245e5a138643cd4eb9837,243.0,0.0,1,1,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,60,74000.0,0,1,0,0,2017,8,16,33
00ee69db83964d6da32f8109b32a1ce7,5a8bc65990b245e5a138643cd4eb9837,246.0,1.0,1,1,1,0,2.06,0.0,0.6866666666666666,1.0,1.0,1.0,1.0,0.0,45,52000.0,0,1,0,0,2018,1,14,2
00fbb9b5edb94f02afbaf1eb49bb4d7d,5a8bc65990b245e5a138643cd4eb9837,254.0,1.0,1,1,1,0,33.07,0.0,11.023333333333333,1.0,1.0,1.0,1.0,0.0,56,91000.0,1,0,0,0,2018,2,23,8
00fdd4416dec40b49180814c0a7c8d76,3f207df678b143eea3cee63160fa8bed,257.0,0.0,2,1,2,0,45.49,0.0,9.098,2.0,1.0,1.0,0.0,1.0,55,104000.0,0,1,0,0,2016,11,15,46
00fdd4416dec40b49180814c0a7c8d76,5a8bc65990b245e5a138643cd4eb9837,258.0,1.0,2,1,2,0,45.49,0.0,9.098,2.0,1.0,1.0,1.0,0.0,55,104000.0,0,1,0,0,2016,11,15,46
0100dbd4e8554aa69b73b6ac0547f6bf,3f207df678b143eea3cee63160fa8bed,260.0,0.0,1,0,1,0,3.01,0.0,1.505,1.0,1.0,1.0,0.0,1.0,118,0.0,0,0,0,1,2017,12,28,52
0106d19a26af41288035afc4b9b6c2c2,3f207df678b143eea3cee63160fa8bed,268.0,0.0,4,1,7,0,12.349999999999998,0.0,1.0291666666666666,4.0,1.0,1.0,0.0,1.0,118,0.0,0,0,0,1,2016,5,3,18
0106d19a26af41288035afc4b9b6c2c2,3f207df678b143eea3cee63160fa8bed,269.0,0.0,4,1,7,0,12.349999999999998,0.0,1.0291666666666666,4.0,1.0,1.0,0.0,1.0,118,0.0,0,0,0,1,2016,5,3,18
0106d19a26af41288035afc4b9b6c2c2,3f207df678b143eea3cee63160fa8bed,270.0,0.0,4,1,7,0,12.349999999999998,0.0,1.0291666666666666,4.0,1.0,1.0,0.0,1.0,118,0.0,0,0,0,1,2016,5,3,18
0106d19a26af41288035afc4b9b6c2c2,5a8bc65990b245e5a138643cd4eb9837,271.0,1.0,4,1,7,0,12.349999999999998,0.0,1.0291666666666666,4.0,1.0,1.0,1.0,0.0,118,0.0,0,0,0,1,2016,5,3,18
01162252405b4524a8fa1bf8e6d5f04b,5a8bc65990b245e5a138643cd4eb9837,276.0,1.0,1,1,3,0,18.96,0.0,3.7920000000000003,1.0,1.0,1.0,1.0,0.0,68,32000.0,1,0,0,0,2017,3,28,13
0118fbb66dd2443a9dd407d2c99a7672,3f207df678b143eea3cee63160fa8bed,284.0,0.0,2,2,2,0,46.510000000000005,0.0,7.751666666666668,2.0,1.0,1.0,0.0,1.0,57,55000.0,0,1,0,0,2017,8,21,34
0118fbb66dd2443a9dd407d2c99a7672,5a8bc65990b245e5a138643cd4eb9837,285.0,0.0,2,2,2,0,46.510000000000005,0.0,7.751666666666668,2.0,1.0,1.0,1.0,0.0,57,55000.0,0,1,0,0,2017,8,21,34
0121fe001b7a404fa9cbe486f8944baf,3f207df678b143eea3cee63160fa8bed,288.0,0.0,1,0,2,0,81.29,0.0,27.096666666666668,1.0,1.0,1.0,0.0,1.0,86,109000.0,1,0,0,0,2018,4,12,15
0123564dbaf144a88a418c33b6350c17,3f207df678b143eea3cee63160fa8bed,293.0,1.0,2,1,3,0,89.69999999999999,0.0,14.949999999999998,2.0,1.0,1.0,0.0,1.0,54,117000.0,1,0,0,0,2017,9,17,37
0123564dbaf144a88a418c33b6350c17,5a8bc65990b245e5a138643cd4eb9837,294.0,0.0,2,1,3,0,89.69999999999999,0.0,14.949999999999998,2.0,1.0,1.0,1.0,0.0,54,117000.0,1,0,0,0,2017,9,17,37
012ee55a90bd4d969b0d0cdfaffdf6ab,5a8bc65990b245e5a138643cd4eb9837,298.0,1.0,2,2,3,0,2.7800000000000002,0.0,0.3971428571428572,2.0,1.0,1.0,1.0,0.0,118,0.0,0,0,0,1,2017,12,11,50
012ee55a90bd4d969b0d0cdfaffdf6ab,5a8bc65990b245e5a138643cd4eb9837,299.0,1.0,2,2,3,0,2.7800000000000002,0.0,0.3971428571428572,2.0,1.0,1.0,1.0,0.0,118,0.0,0,0,0,1,2017,12,11,50
01380da907f8495496679c795867790b,5a8bc65990b245e5a138643cd4eb9837,310.0,1.0,1,1,4,0,95.46,0.0,15.909999999999998,1.0,1.0,1.0,1.0,0.0,86,73000.0,1,0,0,0,2017,6,22,25
013f2c82889f4641a9b847a48861cce0,5a8bc65990b245e5a138643cd4eb9837,314.0,1.0,1,1,1,0,21.27,0.0,7.09,1.0,1.0,1.0,1.0,0.0,67,79000.0,0,1,0,0,2017,8,21,34
0141d3870a424c03a20390040efad826,3f207df678b143eea3cee63160fa8bed,320.0,0.0,1,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,70,60000.0,0,1,0,0,2018,3,1,9
014899c751254a62a96ce676eb11ddc2,3f207df678b143eea3cee63160fa8bed,327.0,1.0,3,3,4,0,120.35000000000001,0.0,12.035,3.0,1.0,1.0,0.0,1.0,52,115000.0,1,0,0,0,2016,3,24,12
014899c751254a62a96ce676eb11ddc2,5a8bc65990b245e5a138643cd4eb9837,328.0,1.0,3,3,4,0,120.35000000000001,0.0,12.035,3.0,1.0,1.0,1.0,0.0,52,115000.0,1,0,0,0,2016,3,24,12
014899c751254a62a96ce676eb11ddc2,5a8bc65990b245e5a138643cd4eb9837,329.0,0.0,3,3,4,0,120.35000000000001,0.0,12.035,3.0,1.0,1.0,1.0,0.0,52,115000.0,1,0,0,0,2016,3,24,12
015ef929e016415098eeae8ce59da721,3f207df678b143eea3cee63160fa8bed,348.0,0.0,2,0,1,0,7.72,0.0,2.5733333333333333,2.0,1.0,1.0,0.0,1.0,44,35000.0,1,0,0,0,2017,1,18,3
015ef929e016415098eeae8ce59da721,3f207df678b143eea3cee63160fa8bed,349.0,0.0,2,0,1,0,7.72,0.0,2.5733333333333333,2.0,1.0,1.0,0.0,1.0,44,35000.0,1,0,0,0,2017,1,18,3
015fb0b3fbaa4aceb910fbdf272f7547,3f207df678b143eea3cee63160fa8bed,350.0,0.0,1,0,2,0,5.45,0.0,1.8166666666666667,1.0,1.0,1.0,0.0,1.0,46,35000.0,0,1,0,0,2018,7,10,28
016086228d58476599d0b47881c25509,3f207df678b143eea3cee63160fa8bed,357.0,0.0,1,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,84,74000.0,1,0,0,0,2017,10,14,41
01613170f679422a8acfa96f0f19fdf2,5a8bc65990b245e5a138643cd4eb9837,361.0,0.0,1,1,1,0,4.45,0.0,1.4833333333333334,1.0,1.0,1.0,1.0,0.0,22,57000.0,0,1,0,0,2018,3,17,11
016871ea865d4338975026ae08d221d0,3f207df678b143eea3cee63160fa8bed,368.0,0.0,3,2,1,0,19.04,0.0,3.1733333333333333,3.0,1.0,1.0,0.0,1.0,57,79000.0,1,0,0,0,2018,6,1,22
016871ea865d4338975026ae08d221d0,5a8bc65990b245e5a138643cd4eb9837,369.0,0.0,3,2,1,0,19.04,0.0,3.1733333333333333,3.0,1.0,1.0,1.0,0.0,57,79000.0,1,0,0,0,2018,6,1,22
016871ea865d4338975026ae08d221d0,5a8bc65990b245e5a138643cd4eb9837,370.0,1.0,3,2,1,0,19.04,0.0,3.1733333333333333,3.0,1.0,1.0,1.0,0.0,57,79000.0,1,0,0,0,2018,6,1,22
016b37032984457fb33ba2767fcc8c9f,5a8bc65990b245e5a138643cd4eb9837,376.0,1.0,2,2,7,0,31.93,0.0,2.902727272727273,2.0,1.0,1.0,1.0,0.0,24,56000.0,0,1,0,0,2014,5,18,20
016b37032984457fb33ba2767fcc8c9f,5a8bc65990b245e5a138643cd4eb9837,377.0,1.0,2,2,7,0,31.93,0.0,2.902727272727273,2.0,1.0,1.0,1.0,0.0,24,56000.0,0,1,0,0,2014,5,18,20
016edb1d1d67477391c5337545a5d98a,3f207df678b143eea3cee63160fa8bed,379.0,1.0,3,3,3,0,46.43,0.0,5.158888888888889,3.0,1.0,1.0,0.0,1.0,66,57000.0,1,0,0,0,2015,12,29,53
016edb1d1d67477391c5337545a5d98a,3f207df678b143eea3cee63160fa8bed,380.0,1.0,3,3,3,0,46.43,0.0,5.158888888888889,3.0,1.0,1.0,0.0,1.0,66,57000.0,1,0,0,0,2015,12,29,53
016edb1d1d67477391c5337545a5d98a,3f207df678b143eea3cee63160fa8bed,381.0,0.0,3,3,3,0,46.43,0.0,5.158888888888889,3.0,1.0,1.0,0.0,1.0,66,57000.0,1,0,0,0,2015,12,29,53
017160c1cdb845d48abec3c330b4427e,3f207df678b143eea3cee63160fa8bed,386.0,0.0,1,1,2,0,48.17,0.0,12.0425,1.0,1.0,1.0,0.0,1.0,68,76000.0,1,0,0,0,2015,12,14,51
01772eae932447f9a853461a60820dc6,3f207df678b143eea3cee63160fa8bed,388.0,0.0,1,0,1,0,9.36,0.0,4.68,1.0,1.0,1.0,0.0,1.0,54,30000.0,1,0,0,0,2017,7,13,28
01784d3e205548a594ba3fcdbdaaf17d,3f207df678b143eea3cee63160fa8bed,393.0,1.0,1,1,3,0,29.76,0.0,5.952,1.0,1.0,1.0,0.0,1.0,20,43000.0,0,1,0,0,2016,1,2,53
017a93d1204f457bbe85f5e7de062b56,3f207df678b143eea3cee63160fa8bed,398.0,0.0,2,2,2,0,4.46,0.0,0.7433333333333333,2.0,1.0,1.0,0.0,1.0,56,35000.0,0,1,0,0,2017,11,6,45
017a93d1204f457bbe85f5e7de062b56,3f207df678b143eea3cee63160fa8bed,399.0,0.0,2,2,2,0,4.46,0.0,0.7433333333333333,2.0,1.0,1.0,0.0,1.0,56,35000.0,0,1,0,0,2017,11,6,45
017febbe52e64ac19cf28cf0d44386e4,5a8bc65990b245e5a138643cd4eb9837,403.0,0.0,2,2,1,0,31.02,0.0,6.204,2.0,1.0,1.0,1.0,0.0,61,100000.0,0,1,0,0,2015,8,29,35
017febbe52e64ac19cf28cf0d44386e4,5a8bc65990b245e5a138643cd4eb9837,404.0,1.0,2,2,1,0,31.02,0.0,6.204,2.0,1.0,1.0,1.0,0.0,61,100000.0,0,1,0,0,2015,8,29,35
01873cc8de734961949af7c04b2e9872,3f207df678b143eea3cee63160fa8bed,408.0,0.0,1,0,2,0,7.85,0.0,2.6166666666666667,1.0,1.0,1.0,0.0,1.0,72,45000.0,0,1,0,0,2018,1,22,4
01887dcd32b64feb807e2436548b6c87,3f207df678b143eea3cee63160fa8bed,413.0,1.0,3,3,2,0,39.290000000000006,0.0,4.911250000000001,3.0,1.0,1.0,0.0,1.0,61,78000.0,0,1,0,0,2017,10,14,41
01887dcd32b64feb807e2436548b6c87,3f207df678b143eea3cee63160fa8bed,414.0,0.0,3,3,2,0,39.290000000000006,0.0,4.911250000000001,3.0,1.0,1.0,0.0,1.0,61,78000.0,0,1,0,0,2017,10,14,41
01887dcd32b64feb807e2436548b6c87,5a8bc65990b245e5a138643cd4eb9837,415.0,0.0,3,3,2,0,39.290000000000006,0.0,4.911250000000001,3.0,1.0,1.0,1.0,0.0,61,78000.0,0,1,0,0,2017,10,14,41
018a49ffb8cf4812903e7c1f56fbb0b0,5a8bc65990b245e5a138643cd4eb9837,418.0,1.0,1,1,4,0,25.52,0.0,4.253333333333333,1.0,1.0,1.0,1.0,0.0,61,34000.0,0,1,0,0,2016,12,2,48
0193c118afe84208b33ffeb1dcb277d8,5a8bc65990b245e5a138643cd4eb9837,431.0,0.0,1,1,1,0,2.21,0.0,0.7366666666666667,1.0,1.0,1.0,1.0,0.0,118,0.0,0,0,0,1,2018,4,27,17
0196d2062b8d4d019b8d96292266e8a4,3f207df678b143eea3cee63160fa8bed,442.0,0.0,1,1,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,60,51000.0,1,0,0,0,2018,3,22,12
01a202a9021e40aeaa5451a5d134c16c,3f207df678b143eea3cee63160fa8bed,461.0,0.0,2,1,4,0,89.02,0.0,12.717142857142857,2.0,1.0,1.0,0.0,1.0,74,91000.0,1,0,0,0,2016,11,11,45
01a202a9021e40aeaa5451a5d134c16c,5a8bc65990b245e5a138643cd4eb9837,462.0,1.0,2,1,4,0,89.02,0.0,12.717142857142857,2.0,1.0,1.0,1.0,0.0,74,91000.0,1,0,0,0,2016,11,11,45
01ac633821f0498893320b41b5b22dfc,3f207df678b143eea3cee63160fa8bed,473.0,0.0,1,0,1,0,14.84,0.0,7.42,1.0,1.0,1.0,0.0,1.0,53,88000.0,1,0,0,0,2015,10,30,44
01d26f638c274aa0b965d24cefe3183f,3f207df678b143eea3cee63160fa8bed,484.0,0.0,2,1,8,0,39.739999999999995,0.0,3.6127272727272723,2.0,1.0,1.0,0.0,1.0,49,73000.0,0,1,0,0,2017,1,26,4
01d26f638c274aa0b965d24cefe3183f,5a8bc65990b245e5a138643cd4eb9837,485.0,1.0,2,1,8,0,39.739999999999995,0.0,3.6127272727272723,2.0,1.0,1.0,1.0,0.0,49,73000.0,0,1,0,0,2017,1,26,4
01d7da27b8934ba1b3602a0153e4415f,5a8bc65990b245e5a138643cd4eb9837,487.0,0.0,2,2,0,0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,44,76000.0,1,0,0,0,2018,3,12,11
01d7da27b8934ba1b3602a0153e4415f,5a8bc65990b245e5a138643cd4eb9837,488.0,0.0,2,2,0,0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,44,76000.0,1,0,0,0,2018,3,12,11
01de69b5edab4b89859ea8a7214ba35a,3f207df678b143eea3cee63160fa8bed,493.0,0.0,2,1,3,0,64.22,0.0,10.703333333333333,2.0,1.0,1.0,0.0,1.0,53,84000.0,1,0,0,0,2017,4,23,16
01de69b5edab4b89859ea8a7214ba35a,5a8bc65990b245e5a138643cd4eb9837,494.0,0.0,2,1,3,0,64.22,0.0,10.703333333333333,2.0,1.0,1.0,1.0,0.0,53,84000.0,1,0,0,0,2017,4,23,16
01e09d713abe4a36a70a33fe4b40534e,3f207df678b143eea3cee63160fa8bed,497.0,0.0,1,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,60,74000.0,1,0,0,0,2015,8,24,35
01e57718fc6b49b2875a9c02b32905b1,5a8bc65990b245e5a138643cd4eb9837,500.0,0.0,1,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,29,31000.0,1,0,0,0,2016,12,11,49
01e8739670a042b3877f8e843bdf55a7,3f207df678b143eea3cee63160fa8bed,503.0,0.0,2,1,1,0,26.66,0.0,6.665,2.0,1.0,1.0,0.0,1.0,54,119000.0,1,0,0,0,2015,10,24,43
01e8739670a042b3877f8e843bdf55a7,5a8bc65990b245e5a138643cd4eb9837,504.0,0.0,2,1,1,0,26.66,0.0,6.665,2.0,1.0,1.0,1.0,0.0,54,119000.0,1,0,0,0,2015,10,24,43
01e97a4633bf4963838a4aa9ed1dce3e,3f207df678b143eea3cee63160fa8bed,515.0,0.0,1,0,1,0,1.6,0.0,0.8,1.0,1.0,1.0,0.0,1.0,20,43000.0,1,0,0,0,2017,9,3,35
01ef4c6618b64334a15914ff9963eaac,3f207df678b143eea3cee63160fa8bed,522.0,0.0,1,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,70,92000.0,1,0,0,0,2017,11,9,45
01f33ff554d0443a9841adfd66d253f6,5a8bc65990b245e5a138643cd4eb9837,524.0,0.0,2,1,1,0,16.81,0.0,4.2025,2.0,1.0,1.0,1.0,0.0,69,79000.0,1,0,0,0,2017,12,20,51
01f33ff554d0443a9841adfd66d253f6,5a8bc65990b245e5a138643cd4eb9837,525.0,0.0,2,1,1,0,16.81,0.0,4.2025,2.0,1.0,1.0,1.0,0.0,69,79000.0,1,0,0,0,2017,12,20,51
01f663b988964a4caca8b19abecb551d,5a8bc65990b245e5a138643cd4eb9837,530.0,0.0,2,2,1,0,20.22,0.0,4.044,2.0,1.0,1.0,1.0,0.0,62,62000.0,1,0,0,0,2017,5,31,22
01f663b988964a4caca8b19abecb551d,5a8bc65990b245e5a138643cd4eb9837,531.0,1.0,2,2,1,0,20.22,0.0,4.044,2.0,1.0,1.0,1.0,0.0,62,62000.0,1,0,0,0,2017,5,31,22
01fe5ec668f241608eb2f7ec374cb1b7,5a8bc65990b245e5a138643cd4eb9837,533.0,1.0,1,1,10,0,161.89000000000001,0.0,13.490833333333335,2.0,1.0,1.0,1.0,0.0,44,64000.0,0,1,0,0,2017,8,2,31
01ff6c5d8d014dbd8c120e2b43a065ea,5a8bc65990b245e5a138643cd4eb9837,535.0,1.0,1,1,1,0,16.91,0.0,5.636666666666667,1.0,1.0,1.0,1.0,0.0,54,58000.0,1,0,0,0,2017,4,2,13
0206e1388c34454caba2b7fce3123943,5a8bc65990b245e5a138643cd4eb9837,552.0,0.0,2,2,1,0,20.86,0.0,4.172,2.0,1.0,1.0,1.0,0.0,39,71000.0,0,1,0,0,2017,6,4,22
0206e1388c34454caba2b7fce3123943,5a8bc65990b245e5a138643cd4eb9837,553.0,0.0,2,2,1,0,20.86,0.0,4.172,2.0,1.0,1.0,1.0,0.0,39,71000.0,0,1,0,0,2017,6,4,22
